Stn,year,month,day,time(GMT),Rrs_349.3,Rrs_352.6,Rrs_356,Rrs_359.3,Rrs_362.6,Rrs_366,Rrs_369.3,Rrs_372.6,Rrs_376,Rrs_379.3,Rrs_382.6,Rrs_386,Rrs_389.3,Rrs_392.6,Rrs_396,Rrs_399.3,Rrs_402.7,Rrs_406,Rrs_409.4,Rrs_412.7,Rrs_416,Rrs_419.4,Rrs_422.7,Rrs_426.1,Rrs_429.4,Rrs_432.7,Rrs_436.1,Rrs_439.4,Rrs_442.8,Rrs_446.1,Rrs_449.5,Rrs_452.8,Rrs_456.1,Rrs_459.5,Rrs_462.8,Rrs_466.2,Rrs_469.5,Rrs_472.9,Rrs_476.2,Rrs_479.6,Rrs_482.9,Rrs_486.3,Rrs_489.6,Rrs_493,Rrs_496.3,Rrs_499.6,Rrs_503,Rrs_506.4,Rrs_509.7,Rrs_513,Rrs_516.4,Rrs_519.7,Rrs_523.1,Rrs_526.4,Rrs_529.8,Rrs_533.1,Rrs_536.5,Rrs_539.8,Rrs_543.2,Rrs_546.5,Rrs_549.9,Rrs_553.2,Rrs_556.6,Rrs_559.9,Rrs_563.3,Rrs_566.6,Rrs_570,Rrs_573.3,Rrs_576.7,Rrs_580,Rrs_583.4,Rrs_586.7,Rrs_590.1,Rrs_593.4,Rrs_596.8,Rrs_600.1,Rrs_603.5,Rrs_606.8,Rrs_610.1,Rrs_613.5,Rrs_616.8,Rrs_620.2,Rrs_623.5,Rrs_626.9,Rrs_630.2,Rrs_633.6,Rrs_636.9,Rrs_640.3,Rrs_643.6,Rrs_646.9,Rrs_650.3,Rrs_653.6,Rrs_657,Rrs_660.3,Rrs_663.7,Rrs_667,Rrs_670.3,Rrs_673.7,Rrs_677,Rrs_680.4,Rrs_683.7,Rrs_687,Rrs_690.4,Rrs_693.7,Rrs_697.1,Rrs_700.4,Rrs_703.7,Rrs_707.1,Rrs_710.4,Rrs_713.7,Rrs_717.1,Rrs_720.4,Rrs_723.7,Rrs_727.1,Rrs_730.4,Rrs_733.7,Rrs_737.1,Rrs_740.4,Rrs_743.7,Rrs_747.1,Rrs_750.4,Rrs_753.7,Rrs_757,Rrs_760.4,Rrs_763.7,Rrs_767,Rrs_770.4,Rrs_773.7,Rrs_777,Rrs_780.3,Rrs_783.6,Rrs_787,Rrs_790.3,Rrs_793.6,Rrs_796.9,Rrs_800.2,Rrs_803.5
HOCRSt09bp2,2022,3,28,3:48:52,0.010392641,0.010685898,0.011033227,0.011148641,0.011219146,0.011417337,0.011550431,0.011722753,0.011755051,0.011786694,0.011889094,0.011762582,0.011840769,0.011779598,0.011484752,0.011317035,0.011234481,0.010996737,0.010745298,0.010562406,0.010325591,0.010057998,0.009843756,0.009510899,0.009174898,0.008869123,0.008559721,0.008209966,0.00786913,0.007510517,0.007184356,0.006954764,0.006806837,0.006776093,0.006745173,0.006694766,0.006561514,0.006400239,0.006198392,0.006048862,0.005826623,0.005583771,0.005284721,0.005005582,0.004620728,0.004215361,0.003825316,0.003410507,0.002995671,0.002653957,0.002411133,0.002302253,0.002226044,0.00215331,0.002064658,0.001980363,0.001871319,0.001792282,0.001677648,0.001550428,0.001455523,0.001364566,0.001319407,0.001244283,0.001188178,0.001117379,0.00104495,0.00098024,0.000848254,0.00076147,0.000658281,0.000585731,0.000492307,0.000424702,0.000368358,0.00031672,0.000243657,0.000225711,0.000231998,0.0001977,NaN,0.000195375,0.000202603,0.00018028,NaN,0.000172404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt09p1,2022,3,28,0:27:34,0.010308843,0.010709887,0.011041295,0.011157957,0.011373756,0.011580184,0.011834667,0.011952302,0.012020599,0.012174194,0.012226215,0.012227529,0.012210354,0.012123524,0.011846001,0.011664633,0.011522584,0.011325789,0.011076381,0.010885558,0.010707458,0.010468466,0.010248352,0.009921304,0.009615484,0.009295901,0.008995691,0.008668366,0.008321155,0.007977844,0.007653574,0.007439202,0.007323022,0.007317518,0.007298051,0.007239009,0.007117915,0.006961828,0.006772186,0.006612512,0.006382567,0.00611386,0.005807689,0.005491821,0.005097143,0.004646893,0.004210547,0.003763365,0.00329425,0.002898831,0.002641119,0.002520086,0.002442162,0.002360024,0.002269136,0.00217016,0.00206139,0.001958299,0.001836463,0.001712973,0.001592209,0.001483674,0.001411015,0.001344218,0.001277861,0.001196908,0.001114349,0.001009193,0.000897039,0.000787506,0.000683795,0.000582183,0.000493109,0.000409163,0.000332479,0.000273141,0.000228794,0.000193056,0.000183199,0.000175806,0.000165515,0.000159588,0.000153623,0.000146486,0.000139086,0.000148122,0.000124528,0.000110015,0.000121933,0.000116947,0.000122909,9.43E-05,9.16E-05,8.25E-05,6.75E-05,7.17E-05,6.74E-05,6.85E-05,7.82E-05,7.43E-05,7.41E-05,5.23E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt09p2,2022,3,28,0:41:19,0.010117408,0.010489152,0.010792352,0.010879643,0.011018103,0.011220632,0.011374933,0.011450146,0.011538376,0.011567911,0.011538096,0.011493914,0.011510221,0.011369674,0.011091935,0.010925703,0.010770495,0.010544878,0.010287103,0.01005189,0.009816762,0.009546777,0.009312526,0.009007615,0.008675224,0.008354275,0.008054004,0.007735451,0.007373775,0.007040942,0.006733887,0.006517556,0.00640311,0.006382818,0.006363184,0.006315822,0.006199564,0.006044893,0.005879507,0.005712955,0.005502046,0.00527533,0.004994363,0.004727366,0.004375497,0.004002267,0.00362002,0.003229488,0.002840889,0.002507854,0.00228293,0.002173213,0.00211228,0.002029896,0.00194456,0.001859788,0.001758931,0.0016654,0.001562858,0.001455928,0.001357516,0.001275015,0.001217954,0.001155976,0.001097314,0.001034336,0.000972816,0.000884062,0.000801098,0.000699141,0.000618897,0.000532548,0.000451544,0.000385012,0.000319475,0.000264709,0.000220343,0.000189912,0.000185066,0.000170895,0.000170465,0.000188411,0.000141654,0.000142646,0.00016418,0.00014044,0.000136246,0.000114827,0.000123967,0.000138546,0.000135617,0.000126824,0.00010434,0.000117295,8.94E-05,8.38E-05,NaN,6.39E-05,8.23E-05,NaN,7.73E-05,7.10E-05,NaN,NaN,NaN,NaN,5.42E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt10p1,2022,3,27,20:53:09,0.010419404,0.010712897,0.011021661,0.011007114,0.011097663,0.011238152,0.011393825,0.011501825,0.011498868,0.011569068,0.011571888,0.01149231,0.011497506,0.011348136,0.011055234,0.010837393,0.010719073,0.010492835,0.010239823,0.010041761,0.009860006,0.009617564,0.009410035,0.009113498,0.008806605,0.008508843,0.008223532,0.007916365,0.007576735,0.007251485,0.006943747,0.006734506,0.006615929,0.006608147,0.006576063,0.006516693,0.006405529,0.006248589,0.0060698,0.005909917,0.005703511,0.005469632,0.005187232,0.004899776,0.004537964,0.004148511,0.003744669,0.003345436,0.002938075,0.002595935,0.002363448,0.002251319,0.00217421,0.002089889,0.002003546,0.001918454,0.001818965,0.001724446,0.001622264,0.001522433,0.001409209,0.001332187,0.001256098,0.001189595,0.001131641,0.001066237,0.000993367,0.000910842,0.000842326,0.000739159,0.000639648,0.000562875,0.000488905,0.000418887,0.000353146,0.000309017,0.000258158,0.000234778,0.000206302,0.000221626,0.000193676,0.000213781,0.000177701,0.000177088,0.00017855,0.00014284,0.00016029,0.000140028,0.000124699,0.00015391,0.000108165,0.000113199,8.66E-05,7.59E-05,0.000151074,8.66E-05,0.000128913,8.34E-05,9.70E-05,9.01E-05,6.67E-05,6.82E-05,7.85E-05,6.27E-05,NaN,4.11E-05,4.07E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt10p2,2022,3,27,21:09:52,0.010647466,0.01099388,0.011173195,0.011234493,0.01131342,0.011494915,0.011688869,0.011655485,0.011839544,0.011870073,0.011867608,0.011794621,0.011759497,0.011665993,0.011380042,0.011211083,0.011027299,0.010862394,0.010619784,0.010415886,0.010202796,0.009975086,0.009764378,0.009458919,0.009171491,0.008840338,0.00857066,0.008257218,0.007894993,0.007589979,0.007256687,0.007051319,0.006927927,0.006925394,0.006898359,0.00684815,0.00675352,0.006590926,0.006402892,0.006259721,0.006029933,0.005793088,0.005511938,0.005209062,0.004809341,0.004423325,0.00397496,0.003561691,0.003098035,0.002767533,0.002526378,0.002391402,0.002312437,0.002230329,0.002133709,0.002046581,0.001942598,0.001854894,0.001738065,0.001611936,0.001515059,0.001411915,0.001348611,0.001298007,0.001234015,0.001175235,0.001098076,0.001015843,0.000924351,0.000794361,0.00074095,0.000641477,0.00058607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt11p1,2022,3,27,1:42:33,0.00926665,0.009549591,0.009901641,0.009895798,0.009958843,0.010217899,0.010380569,0.010456675,0.01059324,0.010684401,0.010812166,0.010609558,0.010692236,0.010638716,0.010334924,0.01026183,0.010178352,0.010041693,0.009820057,0.009666213,0.009538406,0.009349734,0.009168506,0.008923656,0.008655673,0.00837483,0.008126016,0.007844234,0.00754454,0.007254319,0.006973186,0.00678519,0.006673672,0.006661461,0.006632784,0.006578195,0.006487206,0.006301438,0.006162526,0.006019564,0.005809686,0.005623882,0.005331457,0.00504945,0.004703299,0.004328641,0.003931866,0.003541994,0.003134501,0.00277339,0.002553196,0.002426768,0.002357723,0.002277866,0.002198229,0.002093581,0.001986867,0.001892217,0.001775352,0.001657909,0.001553521,0.001467956,0.001391247,0.001312771,0.001292797,0.001202465,0.001101814,0.001013262,0.000924438,0.000817601,0.000699516,0.000595065,0.000514445,0.000449741,0.00036606,0.000251603,0.000199161,0.000231803,0.000148092,0.000209014,0.000169444,0.000150606,0.000157043,0.000133864,0.00018725,8.22E-05,7.30E-05,8.30E-05,9.86E-05,7.22E-05,NaN,4.69E-05,NaN,0.000220855,0.000108705,3.52E-05,NaN,0.00015426,4.03E-05,8.34E-05,0.000387704,0.000102271,NaN,0.000110502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt11p2,2022,3,27,1:52:04,0.00906424,0.009299241,0.009505683,0.009603394,0.009724177,0.009873441,0.010013392,0.010114525,0.010233458,0.010295232,0.010385259,0.010337919,0.010336864,0.010280616,0.009981309,0.009910139,0.009809456,0.009603762,0.009421862,0.009267372,0.009118486,0.008951252,0.008792048,0.008542096,0.008290709,0.008044943,0.007783981,0.007506252,0.007212933,0.006938448,0.006658093,0.006478674,0.006369459,0.006365803,0.006354557,0.006299522,0.006199105,0.006078256,0.005916823,0.005774193,0.005583075,0.005374854,0.005107986,0.004855254,0.004507251,0.004132875,0.003762978,0.00337034,0.002955559,0.002626851,0.002408144,0.002289904,0.00224033,0.002148774,0.002055052,0.001987587,0.00188653,0.001779369,0.001684663,0.001574617,0.001466919,0.001391481,0.001305596,0.00123427,0.001194849,0.001124349,0.001040294,0.000978451,0.000872853,0.00077542,0.000697984,0.000600124,0.000508999,0.000452151,0.000383181,0.000280158,0.000231416,0.00023892,0.000198977,0.000203212,0.000231635,0.000174134,0.00022357,0.000196397,0.000148932,0.00020073,0.000184427,0.00018422,0.00016857,0.000191292,0.000111922,0.000174727,0.000150203,3.97E-05,8.71E-05,0.000103528,4.38E-05,9.84E-05,NaN,6.68E-05,NaN,0.000111461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt11p3,2022,3,27,2:03:09,0.008549359,0.008841894,0.009012731,0.009128219,0.00926433,0.009393599,0.009469982,0.009611773,0.00972807,0.009725288,0.009731064,0.009750943,0.009730533,0.009640782,0.009446558,0.00929181,0.009173875,0.009067771,0.008839017,0.008700511,0.008585619,0.00837617,0.00822798,0.0080091,0.007763805,0.007500579,0.007266783,0.007023482,0.006731867,0.006484615,0.006238576,0.006064511,0.00595898,0.005945231,0.005938944,0.005873412,0.005749626,0.005650985,0.005481492,0.005350898,0.005185585,0.004980513,0.004733917,0.004492455,0.004184411,0.003848288,0.003491352,0.003142202,0.002762753,0.002456907,0.002234161,0.002136959,0.002071602,0.002000728,0.001918164,0.00183542,0.001749721,0.001653179,0.001570036,0.001458079,0.001348106,0.001284349,0.00121914,0.001159247,0.00111848,0.001062746,0.000987389,0.000917807,0.000816018,0.000719977,0.000635008,0.000545774,0.000488281,0.000419457,0.000344249,0.000303387,0.000255017,0.000214019,0.000199464,0.000189289,0.000178964,0.000220932,0.000193226,0.000157109,0.000142045,0.000198938,0.00015799,0.000124008,0.000172584,0.000126003,0.00017299,8.05E-05,7.88E-05,4.88E-05,0.000151015,6.58E-05,NaN,0.000121003,8.03E-05,0.000122201,5.13E-05,9.17E-05,NaN,4.20E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt18p1,2022,3,30,22:59:12,0.005409057,0.005484796,0.005852499,0.006083696,0.005940881,0.006076354,0.006441434,0.006536185,0.006463387,0.006542059,0.006626014,0.006675185,0.006712199,0.006681891,0.006478804,0.006544895,0.006428453,0.006325375,0.006235998,0.006151206,0.006019155,0.005915942,0.005825488,0.005739724,0.005572876,0.005426549,0.005327126,0.005192685,0.005039519,0.004951132,0.00486865,0.004825944,0.004814786,0.004847862,0.004894938,0.0048987,0.004865075,0.004788231,0.004757972,0.004708221,0.004579847,0.004501944,0.004289768,0.004125889,0.003950072,0.00368216,0.003434754,0.003142313,0.002825806,0.002553462,0.002366382,0.002294666,0.002229993,0.00218342,0.002110752,0.002037455,0.001951495,0.001837274,0.001783387,0.001628578,0.001563176,0.001466106,0.001443288,0.001323137,0.001344987,0.001274368,0.001175096,0.001146658,0.000976125,0.00087865,0.00077309,0.000628631,0.000513496,0.000420378,0.0002431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt18p2,2022,3,30,23:12:33,0.006176186,0.006264185,0.006388272,0.006435961,0.00644528,0.006532633,0.006606888,0.006691288,0.006707458,0.006788622,0.006805359,0.006756895,0.006743972,0.006676922,0.00652199,0.006461226,0.006389313,0.006303565,0.006173934,0.006065857,0.005984654,0.005884451,0.005805482,0.005687021,0.005549914,0.005409631,0.005289464,0.005170895,0.005043404,0.004946583,0.004859364,0.004819983,0.004800058,0.004846132,0.004875418,0.004870345,0.0048352,0.004783313,0.004711077,0.004652844,0.004556269,0.004431667,0.004281569,0.004143164,0.003940039,0.003708064,0.003472553,0.003193521,0.002889971,0.002612727,0.002426577,0.002342613,0.002290243,0.002232098,0.002154443,0.00208062,0.001994411,0.00190927,0.001802562,0.001707448,0.001608989,0.00151403,0.001462742,0.001410196,0.001345334,0.001284382,0.001210406,0.001119979,0.00101977,0.000919863,0.000815894,0.000706924,0.000613973,0.000512205,0.000437718,0.000359716,0.000301061,0.00027639,0.000260377,0.000266688,0.000251149,0.000233328,0.000231116,0.000237756,0.000206317,0.000231673,0.000212052,0.0002126,0.000205437,0.000204928,0.000212328,0.000183141,0.000187748,0.000170348,0.000142331,0.000164067,0.00015709,0.000158397,0.000185411,0.000164909,0.000163459,0.000146197,0.000126963,0.000113349,0.000100986,7.80E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt19p1,2022,3,30,21:32:07,0.003532014,0.003600486,0.003656369,0.003657436,0.003889517,0.003853192,0.004025172,0.004161068,0.004316693,0.004322481,0.004352042,0.004550813,0.004592627,0.004655877,0.004609773,0.004668793,0.004718956,0.004688503,0.004714261,0.004710811,0.004738505,0.004718865,0.004752569,0.004717311,0.004673207,0.004664728,0.004629259,0.004599588,0.00455978,0.004547855,0.004551016,0.004547894,0.004586826,0.004635822,0.004658477,0.004683682,0.004678301,0.004644647,0.00461186,0.004608376,0.004535532,0.004447806,0.004355509,0.00424503,0.004138448,0.003957031,0.003743318,0.003510983,0.003253951,0.003013945,0.002826185,0.002777165,0.002750581,0.002676878,0.002619741,0.002542255,0.002483731,0.002391595,0.002300608,0.002205989,0.002124719,0.002018948,0.001979774,0.00192552,0.001875312,0.001792731,0.00171303,0.001591299,0.001484613,0.00132854,0.001209346,0.001041067,0.000925287,0.000810679,0.000655683,0.000619093,0.000502588,0.000448147,0.000448303,0.000403321,0.000386241,0.000467201,0.000464504,0.000373327,0.000465759,0.000421444,0.000352746,0.000444319,0.000331594,0.000397828,0.000325742,0.000532892,0.000248685,0.000332484,0.000135614,0.000119355,0.000316675,0.000227959,0.000190331,0.000257822,0.000178995,0.00023837,0.000213658,0.000122861,7.77E-05,8.32E-05,4.57E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HOCRSt19p2,2022,3,30,21:28:00,0.004850127,0.004891627,0.004721183,0.005016418,0.004927993,0.004801495,0.005016624,0.005119667,0.00512526,0.005277946,0.005456611,0.005409156,0.005380898,0.005512113,0.005302393,0.00530006,0.005392321,0.005320141,0.005247376,0.005200527,0.005150473,0.005152546,0.005102638,0.005064651,0.00499463,0.004906509,0.004848327,0.004777937,0.004678306,0.004641179,0.004584662,0.004559202,0.004550195,0.004591904,0.004610837,0.004594754,0.004592144,0.004566823,0.004481783,0.004486989,0.004374636,0.004244366,0.004130345,0.004031518,0.003854323,0.003658775,0.003445243,0.003187532,0.002892037,0.002632388,0.002487473,0.002400894,0.002357996,0.002341216,0.002251972,0.002188877,0.002090676,0.002030178,0.001925213,0.001832786,0.001760343,0.001649394,0.001591633,0.001525324,0.001466168,0.001395351,0.001329311,0.001264103,0.001123481,0.001002253,0.000854136,0.000713373,0.000619063,0.000466382,0.000432891,0.000270867,0.000267269,0.000120931,0.000130729,9.39E-05,0.000172739,0.000159861,0.00018214,0.000214436,0.000207818,4.29E-05,5.57E-05,0.000309516,0.000104933,0.000115234,0.000235258,2.76E-05,4.43E-05,0.00017654,0.000245383,0.000196936,0.000170491,0.000135421,0.000361237,NaN,0.000245748,0.000643185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
