Date(GMT),"Time (GMT,h)",Hypernav_site,lat,lon,insitu_Rrs380,insitu_Rrs412,insitu_Rrs443,insitu_Rrs490,insitu_Rrs530,insitu_Rrs565,insitu_Rrs670,sgli_Rrs380_mean,sgli_Rrs412_mean,sgli_Rrs443_mean,sgli_Rrs490_mean,sgli_Rrs530_mean,sgli_Rrs565_mean,sgli_Rrs670_mean,sgli_Rrs380_std,sgli_Rrs412_std,sgli_Rrs443_std,sgli_Rrs490_std,sgli_Rrs530_std,sgli_Rrs565_std,sgli_Rrs670_std
7/2/23,22.01944444,HI,19.72310066,-156.3323975,0.014710443,0.013632309,0.009489265,0.006121453,0.00226392,0.001235397,0.000111874,0.012926185,0.011875223,0.009379643,0.005677857,0.002325036,0.00056412,6.91E-05,0.000644433,0.000696552,0.000752959,0.000550711,0.000410635,0.000246705,8.26E-07
6/21/24,22.725,MO,-17.84350014,-149.4924927,0.01237086,0.0114688,0.007871258,0.005668162,0.002340136,0.001289973,0.000120355,0.014544104,0.010785279,0.009070659,0.00611052,0.00252939,0.001388488,7.35E-05,0.00032211,0.000249844,0.000202936,6.81E-05,4.40E-05,3.19E-05,7.06E-07
6/27/24,22.69166667,MO,-17.79719925,-149.6867065,0.014292492,0.013493547,0.009670458,0.00720824,0.003269686,0.001921554,0.000179195,0.011670443,0.008008454,0.006665688,0.004993912,0.001917221,0.000920827,7.16E-05,0.000561607,0.000466953,0.00036121,0.000183568,0.000199136,0.000122385,2.96E-06
6/20/24,22.71944444,MO,-17.8281002,-149.5182953,0.012472892,0.011515858,0.007903429,0.005658871,0.002325224,0.001283355,0.000131586,0.013860128,0.010487496,0.008658294,0.005689619,0.002571692,0.001400062,8.30E-05,0.000112392,0.000129649,8.67E-05,5.01E-05,0.000115786,5.88E-05,2.00E-06
12/6/23,19.06111111,SD,33.59189987,-119.5283966,0.003663057,0.003651962,0.003467929,0.003340201,0.001980157,0.001216982,0.000130995,0.007305495,0.005397502,0.00527069,0.004329415,0.002670857,0.001530965,0.000191306,0.000130848,0.000113372,8.71E-05,6.38E-05,3.48E-05,2.22E-05,4.96E-06
12/5/23,19.13333333,SD,33.60509872,-119.5270996,0.003756007,0.003766159,0.003539901,0.003341874,0.001926289,0.001174002,0.000122798,0.004820566,0.003847641,0.003843533,0.003297746,0.001983862,0.001078745,0.000176232,0.000124815,6.26E-05,6.58E-05,4.10E-05,3.50E-05,1.78E-05,3.67E-06
12/3/23,19.15277778,SD,33.60689926,-119.5112,0.004049647,0.004540574,0.004428343,0.004739938,0.003256522,0.002155485,0.000247619,0.005781337,0.004535517,0.004389964,0.003371,0.002317364,0.001549884,0.000195699,0.00147133,0.000983199,0.000880534,0.0003366,0.000694741,0.000161278,9.70E-06
12/10/23,20.11111111,SD,33.63769913,-119.5725021,0.002911042,0.002674643,0.002415506,0.002530065,0.00189474,0.001295203,0.000200536,0.004337708,0.002966236,0.00318229,0.002839418,0.002200452,0.001283182,0.000275695,0.000183061,0.000112088,0.000103772,6.97E-05,5.39E-05,1.94E-05,5.75E-06
12/9/23,20.24166667,SD,33.61529922,-119.5837021,0.003173882,0.002986564,0.002747916,0.002867625,0.002052225,0.001379286,0.000217793,0.000789456,0.000916156,0.001470327,0.00167793,0.001126496,0.000805171,0.000283083,0.000250021,0.000228923,0.000222574,0.00012328,0.000222956,6.32E-05,5.23E-06
11/20/21,22.66666667,HI,19.93129921,-156.5500946,0.011337393,0.010804969,0.008174365,0.005606459,0.002179575,0.00119501,0.00012088,0.012501332,0.010573645,0.008590866,0.005445946,0.002385005,0.001060856,7.94E-05,0.000464881,0.000322986,0.000529555,0.000146134,0.000642385,0.000114822,2.89E-06
7/8/22,8.35,CR,35.79119873,25.20779991,0.010708701,0.011779223,0.010151402,0.007077145,0.002978391,0.001729098,0.000153331,0.004845013,0.006749279,0.006970379,0.005721809,0.001746499,0.00085066,6.99E-05,0.000286085,0.000175608,9.67E-05,4.83E-05,4.04E-05,2.62E-06,0
7/24/22,8.355555556,CR,36.22629929,24.73159981,0.011688091,0.013454681,0.011983128,0.00843683,0.003539295,0.002079651,0.000181286,0.002335819,0.0044548,0.005619446,0.004411078,0.001101266,0.000194115,7.09E-05,0.000135465,8.19E-05,8.71E-05,3.55E-05,3.53E-05,3.19E-05,5.53E-07
7/16/22,8.358333333,CR,36.13999939,24.86849976,0.011812255,0.013626937,0.011902567,0.008243577,0.003464412,0.002085164,0.000185094,0.003302267,0.006231627,0.006704249,0.006152744,0.001478692,0.000988351,6.99E-05,0.000133526,0.000108721,8.20E-05,0.000131208,1.72E-05,8.44E-05,0
7/12/22,8.35,CR,35.99160004,25.25670052,0.011973693,0.013470159,0.011789471,0.00830569,0.003512769,0.00206085,0.000180108,0.004734496,0.006849621,0.006872951,0.005970022,0.001682775,0.000849158,6.99E-05,0.000169752,0.000190226,0.000147816,6.94E-05,2.68E-05,2.62E-06,0
6/23/22,8.683333333,CR,35.91640091,25.3614006,0.011804118,0.01309894,0.011487505,0.008196381,0.003481424,0.002026469,0.000172886,-0.00069327,0.004891034,0.006872819,0.007141183,0.002893552,0.002889962,0.000137498,2.11E-05,4.03E-05,5.24E-05,4.95E-05,4.40E-05,4.13E-05,1.77E-06
6/24/22,8.383333333,CR,35.85839844,25.24690056,0.008748949,0.00941329,0.008247535,0.005924665,0.002410321,0.001347752,0.000123978,0.001860149,0.004745195,0.006484818,0.004890531,0.001690042,0.000805811,0.000122524,0.00011792,6.70E-05,4.67E-05,3.94E-05,3.04E-05,2.20E-05,1.48E-06
6/28/22,8.35,CR,35.85789871,25.21800041,0.011827869,0.013254655,0.011433674,0.007918862,0.003256363,0.001902718,0.000165626,0.010668103,0.010882963,0.010427596,0.007101074,0.002715293,0.001335293,7.40E-05,0.000189838,0.000172353,0.000131873,5.33E-05,2.51E-05,1.38E-05,0
6/17/22,8.352777778,CR,35.97499847,25.16390038,0.012158274,0.013301446,0.011476415,0.008038424,0.00333123,0.001916233,0.000168293,0.011217069,0.011007397,0.010841041,0.007245441,0.003129645,0.001637273,7.55E-05,0.000179446,0.000174774,0.000159419,6.17E-05,2.50E-05,1.81E-05,3.33E-07
6/21/22,8.341666667,CR,35.96229935,25.15999985,0.011124866,0.012485399,0.010893648,0.007716712,0.00328677,0.001963961,0.000167332,0.013460684,0.012752072,0.012166319,0.007972229,0.003588191,0.002123241,7.57E-05,0.000128068,0.000129967,0.000125738,6.23E-05,2.73E-05,2.03E-05,0
7/28/22,8.955555556,CR,36.17739868,24.89039993,0.008276936,0.009211362,0.008190568,0.005820517,0.002312318,0.001282937,0.000112553,0.01057425,0.010262808,0.009856907,0.006831814,0.002948523,0.001424546,7.24E-05,7.95E-05,6.11E-05,6.62E-05,3.37E-05,2.17E-05,1.18E-05,0
7/17/22,8.366666667,CR,36.1855011,24.89769936,0.009200357,0.010250047,0.009026845,0.006268512,0.002459116,0.001379408,0.000132022,0.009680778,0.010520058,0.010174319,0.006873806,0.002759405,0.001416616,7.49E-05,0.000241156,0.000261807,0.000209587,0.000100446,3.66E-05,1.73E-05,0
6/8/22,8.763888889,CR,36.08200073,25.28829956,0.008784828,0.009437675,0.008318009,0.006142282,0.002612147,0.001493324,0.000140052,0.003545596,0.00630075,0.006330971,0.006215681,0.001467049,0.001086814,6.99E-05,0.000104878,7.85E-05,7.37E-05,6.87E-05,4.22E-06,3.02E-05,0
7/5/22,8.35,CR,36.07379913,25.23539925,0.011867692,0.013327939,0.011475036,0.007961026,0.003321543,0.001955847,0.000163801,0.003371763,0.005911387,0.006530253,0.005659337,0.001677048,0.000854472,6.99E-05,0.000163358,9.93E-05,9.18E-05,2.65E-05,3.55E-05,3.43E-06,0
6/20/22,8.472222222,CR,35.83470154,25.1935997,0.008451279,0.009101796,0.008025242,0.005838993,0.002393545,0.001333158,0.000117813,0.003117905,0.005299964,0.006163085,0.005486055,0.001893476,0.000836582,6.99E-05,8.98E-05,0.000113832,7.99E-05,3.96E-05,3.30E-05,3.16E-06,0
6/12/22,8.35,CR,35.86560059,25.1243,0.011737223,0.013326528,0.011738116,0.008347312,0.003336728,0.00185043,0.000172365,0.007121866,0.008488989,0.00777301,0.007347068,0.001281686,0.001355797,6.99E-05,0.000421569,0.000274601,0.00017132,0.000154374,2.26E-05,6.97E-05,0
6/16/22,8.491666667,CR,35.84469986,25.13240051,0.014025034,0.015200772,0.012847374,0.008781777,0.003592262,0.002078571,0.000170308,0.006093155,0.006992891,0.006734302,0.006851211,0.001325474,0.001286465,6.99E-05,0.000210339,0.000126669,7.52E-05,7.70E-05,1.14E-05,4.06E-05,0
7/21/22,8.416666667,CR,35.89730072,25.04470062,0.00957188,0.010813716,0.009821709,0.007234919,0.003152591,0.001824249,0.000154529,0.009649143,0.00940243,0.009579741,0.006511972,0.003049498,0.001525929,8.16E-05,0.000179418,0.00017046,0.000132584,7.01E-05,2.14E-05,1.36E-05,3.37E-06
7/25/22,8.508333333,CR,36.26610184,24.76689911,0.011765453,0.013877392,0.012621195,0.009037921,0.00364287,0.002032284,0.000189743,0.012866806,0.012684379,0.01261174,0.008238472,0.003799865,0.00248682,8.03E-05,0.000233014,0.00015667,0.000137857,7.29E-05,4.11E-05,4.49E-05,3.85E-06
7/2/22,8.519444444,CR,35.85879898,25.20210075,0.011172832,0.013174617,0.011824711,0.008367987,0.00312072,0.001601847,0.000118352,0.010910745,0.011066913,0.010774456,0.007113636,0.002955844,0.001507734,7.53E-05,0.000122994,0.000147118,0.000112299,4.72E-05,2.69E-05,1.34E-05,4.16E-07
6/27/22,8.505555556,CR,35.88629913,25.37059975,0.01523069,0.016504123,0.014041395,0.009430759,0.003623207,0.001919042,0.000185979,0.003610239,0.006404626,0.006634108,0.005959111,0.001619916,0.000858923,6.99E-05,0.000196367,0.000140597,0.000120578,3.28E-05,5.74E-05,5.65E-06,0
7/23/22,8.35,CR,36.13079834,24.73310089,0.010305449,0.011820718,0.010596934,0.007531327,0.003218459,0.00191447,0.000167533,0.004114065,0.005551226,0.005735391,0.004738735,0.001229956,0.000383388,6.82E-05,0.001223072,0.001062385,0.000934932,0.000744489,0.000518455,0.000411042,1.59E-06
7/27/22,8.358333333,CR,36.24520111,24.85650063,0.008217228,0.009119585,0.008090681,0.005753458,0.00230342,0.00128699,0.000121442,0.004690226,0.006355097,0.006236545,0.005885651,0.001416562,0.001038431,8.22E-05,0.00017602,0.000173805,0.000153792,7.19E-05,9.25E-06,3.96E-05,1.11E-05
6/19/22,8.491666667,CR,35.84109879,25.30990028,0.00853955,0.00916019,0.00812312,0.005971039,0.00250175,0.001412076,0.000132353,0.006102677,0.006751937,0.006599682,0.005200261,0.001391872,0.000359517,6.80E-05,0.000183417,0.00013203,0.000112868,4.81E-05,4.93E-05,3.38E-05,3.55E-07
6/11/21,22.43333333,HI,19.53989983,-156.2684937,0.014339226,0.010477633,0.007404203,0.005393503,0.001416469,0.000654205,3.55E-05,0.013409088,0.011757973,0.009262881,0.005932286,0.001721133,0.000927393,7.26E-05,0.000351648,0.000308328,0.000267916,0.000146368,0.000216861,9.44E-05,2.77E-06
6/15/21,22.08611111,HI,19.65579987,-156.1596985,0.01411072,0.012867308,0.009210897,0.005920413,0.002199686,0.001186994,0.000100174,0.017230884,0.014030374,0.011398297,0.00729855,0.003151769,0.001650544,8.53E-05,0.000390023,0.000336093,0.00044812,0.00017154,0.000579953,0.000119525,3.89E-06
